review_id,course_id,professor,review_text,rating,date,review_year,is_recent,evidence_weight,source,project_heavy,exam_heavy,homework_heavy,time_consuming,self_learning_required,harsh_grading,disorganized_course,evidence_excerpt,confidence,notes,relevant_to_workload_or_risk,audit_status,audited_by,audit_notes
CMSC351_343,CMSC351,Justin Wyss-Gallifent,"As I am writing this, Justin's average rating on Planet Terp is a 4.69, which is even higher than Christopher Kauffman's average rating (4.63). I had Kauffman for CMSC216 in Spring 2025, and he was one of my favorite professors of all time. Needless to say, given all the hype around Justin, I had high hopes going into his Summer 2025 CMSC351 class. Now that everything's over, I can say in short that I am disappointed with my experience. To be clear, Algorithms as a Computer Science class is commonly agreed to be a terrible class pretty much everywhere (based on talking to many people from many different universities). A large part of this is due to the fact that those with minimal experience in algorithmic programming find the class extremely difficult, while at the same time those with a lot of experience in algorithmic programming (i.e. competitive programmers, like myself) often dislike how it is taught very mathematically rigorously yet with little intuition or application at all (in other words, this class will not get you through a coding interview). Yes, Algorithms, the Computer Science class, is more of a math class than anything else. Yes, Computer Science is not just programming, and Theoretical Computer Science consists almost entirely of pure math. All of this I knew going in. None of this prepared me for when I lost over half the points on a problem from Homework 1 asking me to prove the Big Omega of a certain function. I approached it as almost everyone intuitively would; like almost everyone had been taught to solve an inequality since middle and high school. Set up the inequality. Turn it into an equality, and solve the equality. Determine which side of the solution to the equality contains the solutions to the inequality, and turn the solution to the equality back into an inequality. Apparently, this wasn't rigorous enough for this class. Perhaps this is just how this kind of stuff works. But we were never told that solving it this way would lose us points, and the ""correct"" way shown in lecture seemed unnecessary and unintuitive. Instead, Justin complained that many submitted solutions to such Big-Omega or Big-O proof problems looked the way AI would solve them, and that such proofs ""were generally terrible"", citing several reasons why. Okay, fine. If you take Justin, make sure you explain the hell out of any answer you give to a problem. One problem on Exam 1 asked me to find a lower bound for something and to show my work. I later received minimal points for my answer, despite the fact that the work I had shown lined up almost exactly with a potential full-score answer as described in the rubric. Upon submitting a regrade request, I was told the grader had no idea what I did here at all, since I had no explanation at all. But the question never asked me to explain! Too bad. There was an Exam 1 MCQ problem which asked whether a certain algorithm was O(N^2) in the best case. The algorithm in question was O(N) in the best case and O(N^2) in the worst case. As such, most people in the class answered incorrectly, as technically an algorithm which is O(N) is also O(N^2). A big stink was made on Piazza about this being a trick question hidden in a sea of 50 multiple-choice questions, designed to make students lose points even if they understood the concepts it was supposed to be testing. One student asked, to avoid confusion, why didn't Justin instead ask if the algorithm was O(N^100) in the best case? Another student literally included a screenshot of the Merriam-Webster entry for ""trick question"" in their post. In the end, Justin's response was that technically the algorithm was indeed O(N^2) in the best case, and that he didn't expect his students to autopilot any questions in his class. On top of this, there was a question on the Exam 2 MCQ which, depending on your interpretation of the question (the wording was not specific enough), could have had two different answers. However, if you picked the wrong one, you had no recourse, not even through Piazza. By this point, people had long since stopped posting on Piazza about questions like this. They knew nothing would result from their efforts. On Exam 3, there was a free-response question which essentially asked us to find the shortest path between two points in ""a simple, connected graph"" (I'm simplifying greatly). Many test takers realized quickly the looseness of this wording and realized that, to cover all graphs which could potentially be described as ""a simple connected graph"", one needed to run Floyd's Algorithm, as a simple BFS would not cover the case of a weighted graph, and Dijkstra's would not cover the case of negative-weight edges. Once Exam 3 was graded, everyone who wrote such a solution to that problem lost points (there was a special ""tier"" in the Gradescope ""rubric"" for Floyd/Dijkstra solutions). I asked in my regrade request what the issue with my answer was. The response was that I needed to specify what my input to Floyd's Algorithm was or what graph I was going to run it on. I responded that in my answer I had specified running Floyd's algorithm on precisely the graph described in the problem statement. The response? ""It does not define distances"". Confused and a little frustrated, I wandered over to take a look at the official Exam 3 solutions. The official solution to that problem? Run a BFS. Justin is not the worst professor I've ever had (currently, that (dis)honor goes to Manoussos Grillakis). Justin is not the devil. Justin is not someone who you need to avoid at all costs. But as a student in his Summer 2025 CMSC351 class, I felt like the environment I was in was just a little bit more hostile than I was used to. Every time I made a Piazza post, I was just a little bit nervous that I'd get flamed by Justin in his response. I felt a severe lack of benefit of the doubt, almost to the point of actively trying to take away points from correct or mostly correct answers. Look. Everyone's different, and everyone is looking for different things in the professors they get. Lord knows I have some unpopular opinions regarding some UMD professors (both positively and negatively). You might enjoy Justin when you take him, or he might even have just been going through something this summer. All I'm saying is, if you do decide to take him (and, to be honest, given that the alternative is Kruskal, you might decide to take him anyway): don't say I didn't warn you.",2,2025-08-28T16:00:07.879639Z,2025,1,1.0,PlanetTerp,0,1,0,0,0,1,1,,high,"The review describes ambiguous exams, severe point deductions, and unclear expectations.",1,,,
MSML604_002,MSML604,Richard La,"Professor Richard, who looks slightly vicious, is a lovely person who is highly knowledgeable in optimization, linear algebra, calculus, and probability theory. You may sometimes see him telling jokes with no expression during the lecture, and he is very patient with every student when you ask questions during office hours, class breaks, and class. However, I admit that some course concepts are hard to comprehend at first glance. Still, after reviewing the in-class material and combining it with the external video associated with that particular concept, the difficulty of the homework should be acceptable. As for the midterm and final, he will provide some review material and the review section. If you follow the pattern of the review materials, combined with some additional practice in linear algebra, both exams are good to go. Furthermore, for the final project, I recommend consolidating the topic and working on the solution as soon as possible; it may take longer than you expected. Professor Richard has the best mathematic expertise I have ever encountered at the University of Maryland. Eventually, he will automatically and dynamically adjust the grade scope according to the entire class's performance, so do not worry too much. As the final reminder, he will review the concept of linear algebra in optimization during the first several lectures; if you are not familiar with the relative concept, please try to catch it, which will make the rest of the lecture manageable.",5,2024-05-20T03:02:23.979372Z,2024,1,1.0,PlanetTerp,1,0,0,1,0,0,0,,high,The final project may take longer than expected and should be started early.,1,,,
STAT400_465,STAT400,Shixin Zheng,"Responded well to criticism and made changes in the middle of the semester to accommodate for his students. For example, the homework at the beginning of the semester was very hard compared to what he makes now. The homework is much more relevant to what we are doing in class, and he created bonus questions for those of us who want a bump to our grade. Another example is how he helped us prepare for midterm 2. Although he released the practice questions a little late, they were very helpful for what we would see on the test. I went from a <50% midterm 1 grade, to just barely a 90% on midterm 2. Also, he curved exams that had an average below 83 generously. To everyone reading all of his reviews and preparing for the worst, I promise you its not that bad at all. Some people are just coping such as the review below mines.",4,2025-12-10T15:06:13.811260Z,2025,1,1.0,PlanetTerp,0,0,1,0,0,0,0,,medium,"Homework was initially described as very difficult, though it improved later.",1,,,
CMSC330_239,CMSC330,Nitin Enjamuri,"To the legend himself, Nitin Enjamuri — TA supreme of OCaml and all things CFG, lexer, parser, opsem, and interpreter wizardry. The way you break down abstract syntax trees? Literal poetry. Your ability to untangle eval semantics? Michelin-star level. Every whiteboard session feels like watching an artist at work — except the medium is functional programming and the vibes are immaculate. You don’t just teach — you radiate understanding. You’re like the monad that binds our confusion to clarity. The fixed point of our chaotic recursion. The reason our mental stacks don’t overflow. OpSem bows to Nitin. And let’s be honest: on top of the brilliant brain and heartwarming enthusiasm… you're criminally cute. Like, it’s actually OP. The parse prince - Nerf Nitin when?",5,2025-04-09T18:43:49.094881Z,2025,1,1.0,PlanetTerp,0,0,0,0,0,0,0,,high,The review is general praise and does not provide workload or risk evidence.,0,,,
CMSC216_454,CMSC216,Nelson Padua-Perez,"taking the summer session currently, and it's making me want to kill myself! lectures are ramble-y, examples are far too busy, and the way we're being taught assembly (ie reading off slides verbatim) is absurd. exams and earlier projects were light but holy shit is this class miserable currently",2,2025-07-13T21:43:06.641048Z,2025,1,1.0,PlanetTerp,0,0,0,0,0,0,1,,high,Lectures and examples are described as poorly structured and difficult to follow.,1,,,
CMSC351_365,CMSC351,Clyde Kruskal,"This class is easy if you rather learn it yourself, otherwise avoid it like the plague. The tests are actually pretty easy because the questions are very similar to the hw he gives. However, most people don’t learn anything due to lectures being in the form of videos on panapto, causing very low test scores(averages and medians of about 50% for every exam) even though the tests are often easier than hw. If you can learn the content, the class is pretty easy, if you need an actual professor good luck.",3,2026-02-02T16:37:59.617782Z,2026,1,1.0,PlanetTerp,0,0,0,0,1,0,0,,high,Students are described as needing to learn the course material themselves from recorded videos.,1,,,
CMSC330_270,CMSC330,Cliff Bakalian,"Do not recommend Cliff at all. His lectures are extremely unhelpful and he has a cocky attitude when speaking with students. Also, most of his TAs (besides a couple that were really helpful) never answer student questions on piazza and hold useless discussions. I strongly suggest taking Anwar's section instead. Not only is he a better lecturer, he seems to care more about his students.",1,2025-12-25T00:52:58.184480Z,2025,1,1.0,PlanetTerp,0,0,0,0,0,0,1,,medium,"Unhelpful lectures, unanswered questions, and ineffective discussions indicate poor organization and support.",1,,,
CMSC216_468,CMSC216,Christopher Kauffman,"Amazing Professor! Lectures are very engaging and he explains things clearly. Grading is very fair and he gives lots of opportunities for bonus/make up credit. Labs and HWs are relatively easy and focus on introducing concepts. Projects are hard but not impossible and they truly teach you the material. Exams are fairly difficult but they do reflect what's taught in class and are similar to the practice exams given. If you study hard and understand the labs and projects, you can definitely do well on the exams. Re doing labs on paper or parts of projects is a great way to study, the exams usually have pretty normal coding questions with the rest being short answer. The short answer matters just as much as the coding in terms of grading which isn't bad by any means. He gives extra credit for participating in lectures and answering questions on piazza which is a great idea!! I initially was motivated to participate for the extra credit but after the first few weeks of class, I found myself participating out of genuine curiosity or just wanting to engage with the material. For piazza, this was the one class where students would always respond to questions quickly which was very helpful. Overall, Kauffman is a great professor and I'm glad I got to take this class with him!",5,2025-12-24T19:41:37.553411Z,2025,1,1.0,PlanetTerp,1,1,0,0,0,0,0,,high,Projects are described as hard and exams as fairly difficult.,1,,,
CMSC216_469,CMSC216,Christopher Kauffman,A phenomenal amazing passionate considerate professor. Kauffman provides you with all the resources you need to succeed. He clearly cares a lot. - incredibly fair exams (open note too) - detailed and well-structured projects - very quick Piazza responses - lecture and lab/project walkthrough videos on Panopto - leniency with some late projects - so many opportunities for bonus points / extra credit / ways to save your grade I’d recommend him 1000x,5,2025-12-27T02:02:33.643106Z,2025,1,1.0,PlanetTerp,0,0,0,0,0,0,0,,high,The review describes fair exams and well-structured projects.,1,,,
CMSC216_453,CMSC216,Christopher Kauffman,"Really well ran course. The projects were pretty instructive, especially the Assembly project. Considering that the tests are borderline open internet, they're surprisingly easy, and if you can do the projects, you can definitely do well on the exams. There's so many places to get bonus points, so even if you lose some points here or there, you can get them back really easily. The lectures can be a bit slow at times, but physical attendance isn't mandatory so if that's an issue you can just watch the lecture videos at your own pace. He loves answering questions, so if you're struggling with a concept, he'll make sure you understand it. Taking 216 with Kauffman really is a no-brainer, just do it.",5,2025-06-20T01:33:38.203219Z,2025,1,1.0,PlanetTerp,0,0,0,0,0,0,0,,high,"Projects are described as instructive, and exams are described as easy.",1,,,
CMSC250_521,CMSC250,Fawzi Emad,"I don't understand why so many people dislike Fawzi. Personally, I think that he's an amazing lecturer who sets up all of his students for success. He explains everything very thoroughly, and has great lecture slides/examples. His lectures can get boring sometimes, but they're usually fine. His quizzes are very similar in difficulty, if not slightly easier, than the homework questions. Some of his exam questions are sometimes confusing, but they are also very similar in difficulty to homework questions and very doable. All of his exams and quizzes are usually graded within a few days, and the TAs provide pretty thorough feedback on Gradescope. The only reason that I ended with an A- instead of an A or A+ is because I stopped going to classes (got lazy lmao) after Exam #1. Though I was able to still do fine by studying the lecture slides, doing the homework, and asking ChatGPT for help, I recommend just going to lectures to keep yourself sane. Also, even though he said there were many students doing amazing in his class, my 88.3 still became an A-",5,2025-12-27T05:19:12.599055Z,2025,1,1.0,PlanetTerp,0,0,0,0,0,0,0,,high,"Assessments are described as manageable, aligned with homework, and graded promptly.",1,,,
CMSC250_517,CMSC250,Fawzi Emad,"Great professor, great lecturer, and very enthusiastic about teaching the course content. You'll find that attending every lecture and discussion ensures you are gonna succeed in the class, and the weekly quizzes make it easy for you to stay on track with the content. Fawzi makes 250 easy by doing examples in class, and teaching you the general gist of the content and proofs in lecture. P.S. Fawzi can often be a pretty harsh grader, so go to TA office hours to understand where people often loose points in the exams and quizzes.",5,2025-12-23T04:37:26.340220Z,2025,1,1.0,PlanetTerp,0,1,0,0,0,1,0,,high,"The course includes weekly quizzes, and grading is explicitly described as harsh.",1,,,
CMSC330_249,CMSC330,Anwar Mamat,"Very good lecturer, recordings and slides posted, very nice person. Only complaint I could make would be the projects were on the harder side but if you start early you'll be totally fine. Exams were not bad at all and he has all of the old quizzes and exams on the class page. Overall I would definitely choose anwar again.",5,2025-05-18T14:59:37.122552Z,2025,1,1.0,PlanetTerp,1,0,0,1,0,0,0,,high,Projects are described as difficult and requiring an early start.,1,,,
CMSC351_362,CMSC351,Clyde Kruskal,"I found his personality very interesting but dear god where his exams the worst exams I have ever taken. 85% was dictated on 1-2 midterms and a final which aimed to ask a handful of complex problems instead of a lot of smaller ones. I took him for 351 which is all about algorithms and efficiency but this meant that if you just didn't have a good idea for an algorithm to tackle the question he asks then that is 20 points off the exam. There is a shaky relationship with partial credit since the TAs are grading off of his pretty strict rubric that demands a baseline level of efficiency otherwise you receive no credit. This practice doesn't pair well with his very unique classroom strategy of ""class is optional 90% of the time but you have to watch a lecture I recorded years ago and answer a few questions about it to learn the material and we will discuss that in class."" TLDR: If you are not a very outgoing/proactive student (similar to me) this class will most likely be tough. P.S. the mean for all three exams we took was ~55 with a standard deviation of ~20. He curved it based on standard deviation from the mean which means a 41 passes with a C-.",2,2026-01-01T21:40:55.605857Z,2026,1,1.0,PlanetTerp,0,1,0,0,1,1,0,,high,"Exams dominate the grade, partial credit is limited, and students rely on recorded lectures.",1,,,
MSML604_001,MSML604,Richard La,"He had to handle a difficult topic for a class which was honestly not smart (including me). He tried his best, but it wasnt easy because of the online lectures. Class averages were pretty low throughout, but he curved generously in the end.",4,2021-05-21T19:46:03Z,2021,1,0.75,PlanetTerp,0,0,0,0,0,0,0,,medium,"The topic and online format were difficult, but no specific workload label is clearly supported.",1,,,
CMSC330_235,CMSC330,Cliff Bakalian,"Was okay, just do the work and pay attention, midterms were somewhat similar and the concepts are taught to the same degree.",4,2025-01-27T23:59:05.595595Z,2025,1,1.0,PlanetTerp,0,0,0,0,0,0,0,,low,The review provides limited assessment information but does not describe a heavy workload.,1,,,
CMSC250_526,CMSC250,Fawzi Emad,"Amazing professor. Teaches well and is very passionate. Quizzes were easy, and the midterms + final were all fair.",5,2026-03-11T16:20:04.849814Z,2026,1,1.0,PlanetTerp,0,0,0,0,0,0,0,,high,Quizzes are described as easy and exams as fair.,1,,,
CMSC351_333,CMSC351,Ting Jiang,"Nice person, okay lecturer. A lot of people say the strategy is to sign up for her sections and attend Justin's lectures instead - you get the better lecturer and better exams. I didn't do that and felt the class was just fine. Some of her explanations for algorithms or concepts were a bit unintuitive, but it clicked for me later after minimal self study. I personally found that Justin's notes were good for overviewing concepts at a high level, while Ting's slides were better for reviewing specific details and the why/how of certain concepts. Again, I didn't attend Justin's lectures, so I don't know if what he says out loud fills in the gaps in what he writes and makes it stick. I found her office hours very helpful. She's willing to put in the time to explain tough stuff and answer stupid questions, she's pretty responsive with emails, and she takes student feedback on adjusting the difficulty of midterms. I feel bad giving her a 3/5 and she'll probably improve (this was her second semester teaching I think?) but I think it's accurate to my experience. All in all, you won't go wrong with her. Just put in the work and you'll be fine.",3,2025-05-24T12:59:41.465215Z,2025,1,1.0,PlanetTerp,0,0,0,0,0,0,0,,medium,"Only minimal self-study is mentioned, so self-learning is not described as required.",1,,,
CMSC351_350,CMSC351,Justin Wyss-Gallifent,"He is an excellent professor who puts genuine effort into explaining algorithmic concepts clearly and provides decent learning resources. His lectures are engaging, he communicates effectively and maintains the class’s attention without being monotonous. However, his exams and homework assignments can be quite difficult, and his grading tends to be strict. He places strong emphasis on understanding and accurately tracing his pseudocode for algorithms. Overall, the course is challenging, striking a balance that makes it a rewarding learning experience.",3,2025-11-11T06:06:27.469030Z,2025,1,1.0,PlanetTerp,0,1,1,0,0,1,0,,high,"Exams and homework are described as difficult, and grading is described as strict.",1,,,
CMSC351_337,CMSC351,Ting Jiang,"If you aren't a morning person, then it's best to take Ting over Justin. Justin typically teaches his only 351 section at 8 am, so if you believe you'll be mentally awake to take midterms that early in the day, then take him. However, if you're not a morning person at all, then you should definitely take Ting over Justin, especially since the midterms are very similar (Ting's are only very slightly harder). Other than that, the homeworks are the same, you get access to Justin's notes (which are enough to learn from), and the final for both professors is the same. Also, it's not that hard to follow lectures (you honestly don't even need to go to them) in spite of Ting's accents.",4,2025-05-30T20:15:14.607452Z,2025,1,1.0,PlanetTerp,0,0,0,0,0,0,0,,medium,The review describes assessments and course materials as generally manageable.,1,,,
